Namespace(csv=True, file='../../data/messages.csv', ignore_large_rooms=True, max_roomsize=None, price_per_xmpp=1e-06, vary_max_roomsize=True)
0,0.0
1,0.008946
2,0.221676
3,0.610449
4,1.159593
5,1.726618
6,2.37154
7,2.954682
8,3.64137
9,4.591599
10,5.358909
11,6.09636
12,7.021164
13,7.958802
14,8.498376
15,9.151236
16,9.833204
17,10.385772
18,10.820796
19,11.425015
20,12.078595
21,12.884827
22,13.393599
23,14.320568
24,15.315224
25,15.937674
26,16.571814
27,17.149182
28,17.728978
29,18.294826
30,18.747046
31,19.686315
32,20.397131
33,21.137519
34,21.581287
35,22.058477
36,22.298885
37,22.634142
38,23.018626
39,23.448133
40,23.897133
41,24.470313
42,25.046007
43,25.303319
44,25.733375
45,26.477675
46,26.811451
47,27.437209
48,27.883945
49,28.238068
50,28.499018
51,28.888607
52,29.350939
53,29.846807
54,30.232475
55,30.5809
56,30.83934
57,31.303719
58,32.113167
59,32.963711
60,34.147991
61,34.978567
62,35.459811
63,36.232569
64,37.136057
65,37.854177
66,38.331621
67,38.9974
68,39.328968
69,39.730617
70,40.060807
71,40.686104
72,41.061008
73,41.359578
74,41.91776
75,42.24941
76,42.650994
77,43.067102
78,43.529954
79,43.980491
80,44.190571
81,44.404168
82,44.75439
83,45.074106
84,45.373734
85,45.684409
86,46.010005
87,46.940383
88,47.416551
89,47.592593
90,47.834423
91,48.599915
92,48.922651
93,49.163428
94,49.70186
95,50.249535
96,51.098847
97,51.45183
98,51.88107
99,52.408344
100,52.680144
101,52.8474
102,53.192568
103,53.982372
104,54.36218
105,54.802655
106,55.048575
107,55.336191
108,55.511907
109,55.714538
110,55.874038
111,56.284516
112,56.746404
113,56.944041
114,57.020079
115,57.060444
116,57.123316
117,57.447874
118,57.705114
119,58.177068
120,58.386108
121,58.452174
122,58.600526
123,58.780352
124,58.884264
125,58.963639
126,58.993501
127,59.234293
128,59.250933
129,59.385609
130,59.491949
131,59.568715
132,59.767375
133,60.183266
134,60.505804
135,61.214959
136,62.014231
137,62.49469
138,62.691202
139,62.928336
140,63.134836
141,63.327865
142,63.530641
143,63.72126
144,63.851436
145,64.036891
146,64.170043
147,64.398481
148,64.965173
149,65.397124
150,65.919124
151,66.90757
152,67.699034
153,68.187563
154,68.510193
155,68.777103
156,69.153219
157,69.432679
158,70.458731
159,71.04401
160,71.75649
161,72.54861
162,73.495176
163,73.834705
164,74.155489
165,74.266534
166,74.388046
167,74.503109
168,74.601557
169,74.682677
170,74.810177
171,74.892086
172,74.917542
173,75.076356
174,75.2862
175,75.534875
176,75.583451
177,75.595841
178,75.607767
179,75.676324
180,75.696844
181,75.730329
182,75.952369
183,75.997387
184,76.184331
185,76.311426
186,76.463202
187,76.608127
188,76.612451
189,76.613396
190,76.614346
191,76.618357
192,76.842229
193,77.363136
194,77.795368
195,77.944348
196,77.978648
197,78.168359
198,78.208553
199,78.442776
200,78.496976
201,78.584612
202,78.79954
203,78.824103
204,78.981183
205,79.083273
206,79.126327
207,79.444693
208,79.825333
209,79.951151
210,80.171441
211,80.301628
212,80.470168
213,80.594773
214,80.746927
215,81.090927
216,81.317511
217,81.703337
218,82.015077
219,82.077054
220,82.105654
221,82.106759
222,82.300787
223,82.437709
224,82.442861
225,82.521611
226,82.662861
227,82.837424
228,83.173496
229,83.235326
230,83.553876
231,83.564733
232,83.588861
233,83.614025
234,83.661995
235,83.696305
236,83.821149
237,84.028287
238,84.154903
239,84.225647
240,84.276767
241,84.395821
242,84.504479
243,84.657326
244,84.79421
245,84.936065
246,85.103591
247,85.188065
248,85.219561
249,85.259152
250,85.599902
251,85.783885
252,85.885189
253,86.128069
254,86.184965
255,86.325215
256,86.497247
257,86.741397
258,86.811831
259,86.929676
260,86.974916
261,87.099674
262,87.116704
263,87.117756
264,87.299388
265,87.423143
266,87.547897
267,87.5503
268,87.554856
269,87.55647
270,87.64044
271,87.640711
274,87.661535
275,87.698935
276,87.704455
277,87.732986
278,87.744384
279,87.777027
280,87.829387
281,87.85271
282,87.880628
283,87.914588
284,87.93532
285,87.960685
286,88.080233
287,88.142225
288,88.457585
289,88.630118
290,89.141678
291,89.827274
292,90.346742
293,90.993393
294,91.238295
295,91.450105
296,92.021385
297,92.270568
298,92.39394
299,92.909416
300,93.355216
301,93.673674
302,93.778166
303,93.957542
304,94.156358
305,94.764833
306,95.680079
307,96.133211
308,96.950335
309,97.570807
310,97.930097
311,98.17361
312,98.421026
313,99.18099
314,99.371274
315,99.444984
316,99.445932
317,99.466537
318,99.467809
319,99.481845
320,99.487925
321,99.663191
322,99.859289
323,100.070854
324,100.241278
325,100.392728
326,100.63788
327,100.77522
328,100.77686
329,100.807457
330,100.956947
331,101.039697
332,101.125021
333,101.350462
334,101.379854
335,101.468294
336,101.498198
337,101.502916
338,101.518802
339,101.537786
340,101.550706
341,101.577986
342,101.77874
343,101.80961
344,101.845386
345,101.865396
346,102.113132
347,102.187043
348,102.430295
349,102.51929
350,102.55464
351,102.662046
352,103.19075
353,103.663417
354,103.671205
355,103.70493
356,104.035298
357,104.44799
358,104.552884
359,104.807056
360,104.849176
361,104.850981
362,105.174971
363,105.217079
364,105.221447
365,105.536807
366,105.872795
367,106.086022
368,106.255302
369,106.659357
370,106.753337
371,106.918432
372,107.019616
373,107.166578
374,107.36592
375,107.43792
376,107.734584
377,107.924215
378,108.226993
379,108.355853
380,108.470613
381,108.850851
382,109.094567
383,109.285301
384,109.320629
385,109.436129
386,109.602495
387,109.927962
388,110.73151
389,110.934957
390,111.184947
391,111.38553
392,111.421202
393,111.566219
394,111.945247
395,112.235177
396,112.246661
397,112.248249
398,112.258199
404,112.301023
405,112.420498
419,112.434325
420,112.487665
421,112.5866
422,112.627956
423,112.628379
447,112.787958
477,112.790343
478,112.894069
479,112.959213
480,113.086413
481,113.088818
529,113.139602
530,113.231822
531,113.28386
532,113.385472
533,113.395599
534,113.565411
535,113.577181
536,113.610949
537,113.665186
651,113.716615
744,113.735215
745,113.908055
746,115.078529
747,115.091975
748,115.239331
749,115.36741
750,115.46041
751,115.521992
752,116.060424
753,116.101839
754,116.112395
755,116.230175
756,116.555255
757,116.691515
758,116.804457
759,117.112611
760,117.668931
761,118.191738
762,118.415766
763,118.745382
764,118.77747
765,118.85244
766,118.853206
767,119.975327
768,120.664991
769,121.453216
770,122.141596
771,122.396026
772,122.82989
773,123.031643
774,123.241397
775,123.860622
776,123.954518
777,123.957626
778,124.285942
779,124.909142
780,125.320202
781,125.68571
782,125.782678
783,126.459973
784,126.792389
785,127.438444
786,128.933416
787,129.476446
788,130.594618
789,133.07839
790,133.41019
791,134.188534
792,134.48395
793,134.919307
794,135.677577
795,135.819882
796,135.843762
797,135.925853
798,136.046351
799,136.047949
800,136.083949
801,136.287403
802,136.301839
1139,136.441936
1140,136.505776
1141,136.676926
1142,136.732884
1143,136.778604
1144,136.798052
1145,136.902247
1146,137.586409
1147,137.97983
1148,138.262238
1149,138.739073
1150,138.741373
